"response","explanatory","r2","adj.r2","perm_r2","perm_adjr2","perm_r2z","perm_adjr2z","perm_r2z_p","perm_adjr2z_p"
"MusicalDist","GeographicDist",0.216423643333784,0.129359603704205,0.101353581481633,0.00150397942403687,2.77095847727363,-0.0111888316242177,54,88
"DifferentiationDist","GeographicDist",0.153328363943332,0.0592537377148129,0.0986403790324987,-0.00151068996389035,-0.242998393378537,0.309258449962411,28,67
"DynamicsDist","GeographicDist",0.0758390934235484,-0.0268454517516128,0.0957383369057087,-0.00473518121587924,0.0635750668949571,-2.61480712417606,2,42
"OrnamentationDist","GeographicDist",0.121394682389012,0.0237718693211247,0.104538212975568,0.00504245886174191,-1.15901067942111,-0.0949708154272336,10,44
"RhythmDist","GeographicDist",0.206883203991395,0.118759115545995,0.0946139670631616,-0.00598448104093151,3.11236274418871,1.0142292643786,59,91
"TensionDist","GeographicDist",0.157149696062907,0.0634996622921185,0.0979646704771362,-0.00226147724762644,1.87277206968314,-0.872741063521814,30,69
"MusicalDist","LanguageDist",0.283725866686066,0.204139851873407,0.0986085266892166,-0.00154608145642602,3.73463438478822,0.298245175223777,88,98
"DifferentiationDist","LanguageDist",0.337266014506759,0.26362890500751,0.100179508148214,0.000199453498015235,2.77529866540541,3.4919117011777,94,97
"DynamicsDist","LanguageDist",0.124780174497667,0.0275335272196298,0.10969830091583,0.0107758899064775,-1.16103826096436,-0.843121505351962,13,53
"OrnamentationDist","LanguageDist",0.323458357646863,0.24828706405207,0.099848391563538,-0.000168453818291115,3.6779975711428,0.782966676492165,86,95
"RhythmDist","LanguageDist",0.241102192003802,0.156780213337558,0.0994478013634194,-0.000613554040645085,2.78516907670683,1.20851026051014,69,94
"TensionDist","LanguageDist",0.229543037666621,0.143936708518468,0.0989485109648748,-0.00116832115013914,2.54971313307859,1.79490592483649,64,91
"MusicalDist","GeneticDist",0.318930660722747,0.198741953791467,0.154468978311254,0.00525762154265216,2.3529869991915,0.316265626992601,66,96
"DifferentiationDist","GeneticDist",0.352018822220535,0.237669202612394,0.146534476877986,-0.00407708602589859,3.38412186164163,2.41276653214498,80,98
"DynamicsDist","GeneticDist",0.185173092993518,0.0413801094041384,0.155942220041619,0.00699084710778733,-0.643586692247165,-1.27112534620583,16,63
"OrnamentationDist","GeneticDist",0.255108526230697,0.123657089683173,0.151110709661825,0.00130671724920561,1.72429183928422,-0.146189345560026,30,82
"RhythmDist","GeneticDist",0.253915645763983,0.122253700898803,0.142562127585687,-0.0087504381344863,2.94109321748324,-0.412789017494851,42,88
"TensionDist","GeneticDist",0.27050807645663,0.141774207596035,0.15135589314458,0.00159516840538844,1.58016817864655,-0.724963826471444,43,87
"DifferentiationDist","MusicalDist",0.62696105143805,0.561130648750647,0.145153458187241,-0.00570181389736303,6.49730453374546,5.51274599738227,100,100
"DynamicsDist","MusicalDist",0.379753446986685,0.270298172925512,0.15652268576805,0.00767374796241198,4.10831104399461,1.84105401025112,90,99
"OrnamentationDist","MusicalDist",0.803607049063523,0.768949469486498,0.144917580405705,-0.00597931716975909,5.64808074701591,6.93353837728398,100,100
"RhythmDist","MusicalDist",0.463556975765375,0.368890559723971,0.143230760660524,-0.00796381098761864,4.80016650906437,3.00283868319841,99,100
"TensionDist","MusicalDist",0.627603967793071,0.561887020933024,0.163693940434187,0.0161105181578672,5.51920813468641,4.58626310714761,99,100
"MusicalDist","DifferentiationDist",0.540576133556458,0.459501333595833,0.156079860325919,0.00715277685402205,5.30518415157287,4.46157559104216,100,100
"DynamicsDist","DifferentiationDist",0.184980747427433,0.0411538205028625,0.145358713656503,-0.00546033687470261,0.648099153376121,-1.08792848523214,17,73
"OrnamentationDist","DifferentiationDist",0.820956987578761,0.789361161857366,0.167003709289773,0.0200043638703217,5.56831772183542,7.21275439043574,100,100
"RhythmDist","DifferentiationDist",0.340543355830637,0.224168653918396,0.156771827707959,0.00796685612701029,3.03761893281354,0.523007078723451,68,98
"TensionDist","DifferentiationDist",0.603097282491849,0.533055626460999,0.13424224873491,-0.0185385309001062,8.52097540748355,4.21214264216232,100,100
"MusicalDist","DynamicsDist",0.484029257134187,0.355036571417734,0.199453189157892,-0.000683513552634925,4.47238483875686,2.75826467740328,87,100
"DifferentiationDist","DynamicsDist",0.313599431276377,0.141999289095471,0.201333660645378,0.00166707580672203,0.625548649391336,0.240517070576592,38,80
"OrnamentationDist","DynamicsDist",0.42897030141833,0.286212876772913,0.209310131816261,0.0116376647703261,2.29955285585018,0.721142364518333,61,88
"RhythmDist","DynamicsDist",0.242652999396885,0.0533162492461063,0.203338729705665,0.004173412132081,-0.831318626099705,-3.67158395498144,17,62
"TensionDist","DynamicsDist",0.502987047836107,0.378733809795133,0.197014604662048,-0.00373174417243939,2.81140275338871,2.38288498941884,93,99
"MusicalDist","OrnamentationDist",0.543710710108736,0.493011900120818,0.0911518626175248,-0.00983126375830577,7.31387450108577,4.89627095872736,100,100
"DifferentiationDist","OrnamentationDist",0.642061040923652,0.602290045470725,0.092144184245974,-0.00872868417114001,9.50036360438942,6.62550714897245,100,100
"DynamicsDist","OrnamentationDist",0.179605276682531,0.0884503074250347,0.10207218986384,0.00230243318204404,2.6391980269917,-1.48939692751781,41,87
"RhythmDist","OrnamentationDist",0.225461895830462,0.139402106478291,0.103488659435045,0.00387628826116083,1.79603971804236,-0.36524009162571,69,95
"TensionDist","OrnamentationDist",0.627095416828929,0.585661574254365,0.102600875310814,0.00288986145645993,9.57189008517443,7.44197514017283,100,100
"MusicalDist","RhythmDist",0.481693749430708,0.390227940506715,0.134169209994788,-0.0186244588296615,5.59320205496324,2.94994835549671,98,100
"DifferentiationDist","RhythmDist",0.439617199166796,0.340726116666818,0.147048651237453,-0.00347217501476125,2.61297988512303,3.10092268301389,94,100
"DynamicsDist","RhythmDist",0.192163237012834,0.0496038082503925,0.148537793128827,-0.00172024337785089,1.72025906041299,-1.8792180200802,24,66
"OrnamentationDist","RhythmDist",0.381064525276961,0.271840617972895,0.148651499166633,-0.00158647156866679,2.74449427899048,-0.997400026489883,85,97
"TensionDist","RhythmDist",0.410336141572586,0.306277813614807,0.15027559829307,0.000324233285964541,3.47270056366139,2.07241600241486,93,100
"MusicalDist","TensionDist",0.537679361306724,0.456093366243205,0.159119754653408,0.0107291231216566,5.11317959065151,4.34502574226639,100,100
"DifferentiationDist","TensionDist",0.562800039803248,0.48564710565088,0.154865062645519,0.00572360311237495,4.35168319512751,2.37719387472813,100,100
"DynamicsDist","TensionDist",0.375568146723724,0.265374290263205,0.142681969189827,-0.00860944801196803,5.35493586039323,3.05870404593238,94,100
"OrnamentationDist","TensionDist",0.677451385533306,0.62053104180389,0.148078155646627,-0.00226099335690997,4.96911369315367,3.23534171150561,100,100
"RhythmDist","TensionDist",0.269226441424798,0.140266401676232,0.138637921557524,-0.0133671511087949,2.283026706402,0.906512068329162,50,93
