"response","explanatory","constraint","r2","adj.r2","perm_r2","perm_adjr2","perm_r2z","perm_adjr2z","perm_r2z_p","perm_adjr2z_p"
"MusicalDist","LanguageDist","GeographicDist",0.0917958067492447,0.0833991510807073,0.0254828332053301,0.000495213543928271,2.48749597171974,1.88936286055382,99,99
"DifferentiationDist","LanguageDist","GeographicDist",0.0990741812295211,0.0907578634046566,0.0243463342886251,-0.00067042637064095,5.26684095559302,4.87098236927464,99,100
"DynamicsDist","LanguageDist","GeographicDist",0.0221416240148793,0.00612316250682265,0.0259488713776067,0.000973201412929929,-0.218053230434955,-0.17721283317109,3,56
"OrnamentationDist","LanguageDist","GeographicDist",0.0405577098841478,0.0282512279736705,0.0237466322887983,-0.00128550534482222,0.992001965386989,0.509216737077315,46,90
"RhythmDist","LanguageDist","GeographicDist",0.0532592219937057,0.0409119171043502,0.0231621776157737,-0.00188494603510391,2.5951135808266,1.73894235529519,78,97
"TensionDist","LanguageDist","GeographicDist",0.0474970313719496,0.0336908410473372,0.0264606041526702,0.00149805554120024,2.366903671951,0.826465758093928,51,91
"MusicalDist","GeneticDist","GeographicDist",0.104167412495859,0.0909052442636933,0.0193328983385301,0.0027114220391832,6.02534964246268,5.91418460616658,100,100
"DifferentiationDist","GeneticDist","GeographicDist",0.110609438746447,0.0973290479435357,0.0155482264383034,-0.00113739684240331,6.6513175538593,6.44968372569216,100,100
"DynamicsDist","GeneticDist","GeographicDist",0.0474506210841051,0.024252874910888,0.0169201308765133,0.000257760213403312,4.36185956226812,2.06495389975559,73,96
"OrnamentationDist","GeneticDist","GeographicDist",0.0553955118909902,0.0370211445020212,0.0149830106974921,-0.00171219251102498,3.51655216803908,1.03725550548749,89,99
"RhythmDist","GeneticDist","GeographicDist",0.078650867443352,0.0606030687266284,0.0157444748353498,-0.000937822201339169,7.00386649840512,5.49344229273211,100,100
"TensionDist","GeneticDist","GeographicDist",0.108153733312316,0.0898302844841465,0.016705842983319,3.98403220193444e-05,6.9037632023802,4.63204645660107,99,99
"MusicalDist","GeographicDist","LanguageDist",0.209565578545134,0.197128603603527,0.0276543429498767,0.00272240302551457,10.9495747865525,9.45521963614478,100,100
"DifferentiationDist","GeographicDist","LanguageDist",0.18777539524678,0.174811015557772,0.0233949933991315,-0.00164616061627543,13.3692305360149,10.1506718825414,100,100
"DynamicsDist","GeographicDist","LanguageDist",0.0456828312665552,0.0217886648242011,0.0270860027551806,0.00213949000531346,2.1112996950069,0.428173268926211,41,85
"OrnamentationDist","GeographicDist","LanguageDist",0.193483249483717,0.176912649731175,0.026178853441671,0.00120908045299591,9.22542411511248,9.92285893691223,100,100
"RhythmDist","GeographicDist","LanguageDist",0.0955440400707194,0.0767683584867183,0.0227853712780466,-0.00227141407379833,7.2457415262595,6.13718100892958,100,100
"TensionDist","GeographicDist","LanguageDist",0.104601605980999,0.0840294040218355,0.0267153291198154,0.00175931191775934,3.192279412147,4.96888953991551,99,100
"MusicalDist","GeneticDist","LanguageDist",0.0991071414280567,0.0818676257422288,0.015834979346491,-0.000845783715432856,7.23976283520683,4.3300754769984,100,100
"DifferentiationDist","GeneticDist","LanguageDist",0.0336249742959043,0.0139584023916406,0.0167844488510942,0.000119778492638163,2.29094073978829,-0.494946402041886,45,89
"DynamicsDist","GeneticDist","LanguageDist",0.0376399721905731,0.0133961162231763,0.0168580315824225,0.000194608388904245,0.395510041868344,-0.554702720928143,43,82
"OrnamentationDist","GeneticDist","LanguageDist",0.0608938268945593,0.0385584696381408,0.017848551090193,0.00120191636290811,4.20154697424639,2.84980243961497,90,98
"RhythmDist","GeneticDist","LanguageDist",0.0957528255045134,0.0769862215480686,0.0168901523004756,0.00022727352590743,7.08380499086691,5.58216079210168,99,100
"TensionDist","GeneticDist","LanguageDist",0.095455309681628,0.0744854426659706,0.0164956567699143,-0.000173908369578674,8.63349078478862,5.37494298244625,100,100
"MusicalDist","GeographicDist","GeneticDist",0.149825764395901,0.137734323135532,0.0146265786347051,-0.00207466579521519,14.9691619528478,12.9320969728223,100,100
"DifferentiationDist","GeographicDist","GeneticDist",0.250382108398676,0.240685632202233,0.017825199376367,0.00117816885732238,16.5120121501878,13.8265697278281,100,100
"DynamicsDist","GeographicDist","GeneticDist",0.0410171786192027,0.0176544723827831,0.0193821309395743,0.00276148909109247,1.69994569837947,-1.94156709949674,43,84
"OrnamentationDist","GeographicDist","GeneticDist",0.228435022129979,0.214497565259959,0.0173358220380148,0.000680496987811631,17.5974637128238,16.0765051013935,100,100
"RhythmDist","GeographicDist","GeneticDist",0.0433390650161036,0.024385835467912,0.0252400855715911,0.000246241611888289,-1.13355749738601,0.0713766138420017,38,82
"TensionDist","GeographicDist","GeneticDist",0.118991362987926,0.100945802100157,0.0218874246985185,-0.00319238492459639,6.5238066151272,6.38312527991634,100,100
"MusicalDist","LanguageDist","GeneticDist",0.0269957215322096,0.0149672520912475,0.0271871018630806,0.00224318139803134,0.688218924071697,-0.922016136701165,10,59
"DifferentiationDist","LanguageDist","GeneticDist",0.0846964299308743,0.0732618344972218,0.0262852897076456,0.0013182458539955,4.74061043064706,3.47934602531148,98,100
"DynamicsDist","LanguageDist","GeneticDist",0.00766532247399479,-0.0088677886223073,0.0262903404460736,0.00132342609853705,-2.57658140922101,-1.60128763567203,0,19
"OrnamentationDist","LanguageDist","GeneticDist",0.081007797533979,0.0673734686385739,0.0137150059002963,-0.00300168891495292,6.90643668025445,5.83328935184127,100,100
"RhythmDist","LanguageDist","GeneticDist",0.0181562050002511,0.00491254690698395,0.016875933071539,0.000212813293090456,0.490721263987966,-0.019423597171735,6,49
"TensionDist","LanguageDist","GeneticDist",0.0491883647481893,0.0352623973074828,0.0182556745584397,0.0016159402289217,2.52144229580842,0.0683212121715914,81,98
