"response","explanatory","r2","adj.r2","perm_r2","perm_adjr2","perm_r2z","perm_adjr2z","perm_r2z_p","perm_adjr2z_p"
"MusicalDist","OrnamentationDist",0.313650438618981,0.302017395205744,0.0137150059002963,-0.00300168891495292,29.657617708972,28.3977369181143,100,100
"DifferentiationDist","OrnamentationDist",0.336617779045946,0.325374012589097,0.016875933071539,0.000212813293090456,23.6633637927519,22.9101036482075,100,100
"DynamicsDist","OrnamentationDist",0.115528072010482,0.100537022383541,0.0182556745584397,0.0016159402289217,8.12233491566397,5.48744214678868,100,100
"RhythmDist","OrnamentationDist",0.0823066221474343,0.0667524970990857,0.0169241931165527,0.000261891304968881,7.24455039780825,5.79238719221711,99,100
"TensionDist","OrnamentationDist",0.536902890607502,0.529053787058476,0.0175036580760396,0.000851177704447077,41.1982068267965,40.114782547593,100,100
"MusicalDist","RhythmDist",0.209663102638114,0.18939805398781,0.0248815319384803,-0.000121505704122789,11.6708743799413,9.99712281824964,100,100
"DifferentiationDist","RhythmDist",0.212865928844193,0.192683003942762,0.0266032182303337,0.00164432639008587,12.7253535210002,11.3756657446391,100,100
"DynamicsDist","RhythmDist",0.0576983970012905,0.033536817437221,0.0242888494628682,-0.000729385166289048,3.94277208358139,0.806246764881454,72,98
"OrnamentationDist","RhythmDist",0.141459962686189,0.119446115575579,0.0249346277207747,-6.70484915131031e-05,5.97198225529354,6.06341325086499,100,100
"TensionDist","RhythmDist",0.117303066498091,0.0946698117929134,0.0253476216031369,0.00035653497757628,6.53144947259543,5.40860727018251,99,100
"MusicalDist","TensionDist",0.351483647283639,0.340491844695226,0.0170527293842765,0.000392606153501522,28.947156024376,26.6119680827504,100,100
"DifferentiationDist","TensionDist",0.237298835806372,0.224371697430209,0.0162277743593489,-0.000446331159984216,20.8503063220023,19.7600119058543,100,100
"DynamicsDist","TensionDist",0.290646437237544,0.278623495495807,0.0176340135849554,0.000983742628768174,29.2553065440114,26.8869695731334,100,100
"OrnamentationDist","TensionDist",0.637210792449745,0.631061822830249,0.0181502577765175,0.00150873672188219,38.4255930591505,38.9680819897116,100,100
"RhythmDist","TensionDist",0.0994408174037781,0.08417710244452,0.0172016871689441,0.000544088646383833,8.53320579141044,6.82612963749868,100,100
