"response","explanatory","r2","adj.r2","perm_r2","perm_adjr2","perm_r2z","perm_adjr2z","perm_r2z_p","perm_adjr2z_p"
"MusicalDist","GeographicDist",0.305510212631337,0.287702782185987,0.0254828332053301,0.000495213543928271,15.2122618012672,13.7496909319372,100,100
"DifferentiationDist","GeographicDist",0.292273115196585,0.274126271996497,0.0243463342886251,-0.00067042637064095,17.4325109527997,16.1289614559556,100,100
"DynamicsDist","GeographicDist",0.0479947931683059,0.0235844032495446,0.0259488713776067,0.000973201412929929,1.93000174983977,1.23731442627916,45,92
"OrnamentationDist","GeographicDist",0.211208440051261,0.190983015437191,0.0237466322887983,-0.00128550534482222,12.2925271076298,11.0159446457477,100,100
"RhythmDist","GeographicDist",0.177959866030846,0.156881913877791,0.0231621776157737,-0.00188494603510391,12.1786383643234,10.4286833997927,100,100
"TensionDist","GeographicDist",0.110216440957297,0.0874014779049198,0.0264606041526702,0.00149805554120024,6.97712819313292,4.67579476657841,100,100
"MusicalDist","LanguageDist",0.187740440835448,0.173973329663167,0.0193328983385301,0.0027114220391832,12.6240232725047,12.3636760540097,100,100
"DifferentiationDist","LanguageDist",0.203571901179326,0.190073119843382,0.0155482264383034,-0.00113739684240331,14.8037601431134,14.4474194802323,100,100
"DynamicsDist","LanguageDist",0.02445358591663,0.00791890093216618,0.0169201308765133,0.000257760213403312,1.79153180165015,0.269768621359503,26,72
"OrnamentationDist","LanguageDist",0.0582829004516917,0.0423215936796865,0.0149830106974921,-0.00171219251102498,3.75667845838126,1.47071439699634,92,99
"RhythmDist","LanguageDist",0.135675047953832,0.121025472495423,0.0157444748353498,-0.000937822201339169,13.1002414535025,11.8454552809516,100,100
"TensionDist","LanguageDist",0.0531118663482478,0.0370629149304216,0.016705842983319,3.98403220193444e-05,3.11116095281249,1.05676407757482,87,96
"MusicalDist","GeneticDist",0.259851860731295,0.240873703314149,0.0276543429498767,0.00272240302551457,13.9222826802897,11.9765905275571,100,100
"DifferentiationDist","GeneticDist",0.152500445544355,0.130769687737801,0.0233949933991315,-0.00164616061627543,10.7168182066496,6.92188295869216,100,100
"DynamicsDist","GeneticDist",0.0544282356332084,0.0301828057776495,0.0270860027551806,0.00213949000531346,2.79791747893577,1.07073672995778,55,89
"OrnamentationDist","GeneticDist",0.038168929812272,0.0135065946792534,0.026178853441671,0.00120908045299591,0.0415846500030601,0.502107483418944,19,71
"RhythmDist","GeneticDist",0.213271668458094,0.193099147136507,0.0227853712780466,-0.00227141407379833,19.1657927027829,17.6213351431602,100,100
"TensionDist","GeneticDist",0.0993788112816864,0.0762859602889092,0.0267153291198154,0.00175931191775934,2.83358181010238,4.45037100970015,99,100
"DifferentiationDist","MusicalDist",0.478658406059908,0.469822107857534,0.015834979346491,-0.000845783715432856,36.5455775792601,33.7854732605019,100,100
"DynamicsDist","MusicalDist",0.139233583478068,0.124644322181086,0.0167844488510942,0.000119778492638163,14.4404178071674,12.0264107139608,100,100
"OrnamentationDist","MusicalDist",0.393594292550884,0.383316229712763,0.0168580315824225,0.000194608388904245,31.4236205385821,31.1533643206008,100,100
"RhythmDist","MusicalDist",0.143082184043018,0.128558153264086,0.017848551090193,0.00120191636290811,11.6695032924573,10.8912311018039,100,100
"TensionDist","MusicalDist",0.380173243202556,0.369667704951752,0.0168901523004756,0.00022727352590743,29.4517816694168,28.2161935520185,100,100
"MusicalDist","DifferentiationDist",0.435704841357411,0.426140516634655,0.0164956567699143,-0.000173908369578674,40.7540804485979,38.01896203675,100,100
"DynamicsDist","DifferentiationDist",0.0766024774887584,0.0609516720224661,0.0146265786347051,-0.00207466579521519,7.16076220441439,4.88059908678739,100,100
"OrnamentationDist","DifferentiationDist",0.517410410781953,0.509230926218935,0.017825199376367,0.00117816885732238,34.6772430537339,31.7905237725109,100,100
"RhythmDist","DifferentiationDist",0.159876326969145,0.145636942680487,0.0193821309395743,0.00276148909109247,11.7215878312405,8.66946250011921,100,100
"TensionDist","DifferentiationDist",0.286861538330247,0.274774445759573,0.0173358220380148,0.000680496987811631,22.3904693537355,20.9388916156475,100,100
"MusicalDist","DynamicsDist",0.168560529920269,0.147241569148993,0.0252400855715911,0.000246241611888289,6.8449758226587,7.70348147179222,100,100
"DifferentiationDist","DynamicsDist",0.0910698678463734,0.0677639670219214,0.0218874246985185,-0.00319238492459639,4.30213110350209,3.80889749236031,99,100
"OrnamentationDist","DynamicsDist",0.200494277781807,0.179994131058264,0.0271871018630806,0.00224318139803134,12.6324635824861,10.1549831404103,100,100
"RhythmDist","DynamicsDist",0.083733823621437,0.0602398190989097,0.0262852897076456,0.0013182458539955,4.6668496116832,2.50646474648576,96,100
"TensionDist","DynamicsDist",0.386250745738663,0.370513585372988,0.0262903404460736,0.00132342609853705,23.9530653555722,24.3195003613496,100,100
