"response","explanatory","r2","adj.r2","perm_r2","perm_adjr2","perm_r2z","perm_adjr2z","perm_r2z_p","perm_adjr2z_p"
"MusicalDist","GeographicDist",0.290498672279335,0.237286072700286,0.0701005065027173,0.000358044490421091,6.78586588331128,2.81560438623607,100,100
"DifferentiationDist","GeographicDist",0.247592166965896,0.191161579488338,0.0705697638168283,0.000862496103090411,5.05073868194553,3.03531873935551,96,98
"DynamicsDist","GeographicDist",0.0730595277745213,0.00353899235761035,0.0633078568415517,-0.00694405389533196,-0.261979831726332,-1.40228280952394,9,58
"OrnamentationDist","GeographicDist",0.309982238824996,0.258230906736871,0.0657473487788185,-0.00432160006277008,4.98783992692446,5.83069376229041,100,100
"RhythmDist","GeographicDist",0.216640455327852,0.157888489477441,0.0670257895071584,-0.00294727627980468,5.6738880080172,2.49465801221635,98,100
"TensionDist","GeographicDist",0.182236831140548,0.120904593476089,0.0676938922096547,-0.00222906587462117,2.14094460848156,-0.558093059108765,85,97
"MusicalDist","LanguageDist",0.236039623686757,0.198773263866599,0.0451849933771383,-0.00139134840934275,4.97203290220971,5.18632760133773,100,100
"DifferentiationDist","LanguageDist",0.235805341767106,0.198527553560623,0.0485535939350451,0.00214157412699851,5.39555616671072,4.4732746180446,100,100
"DynamicsDist","LanguageDist",0.0853001155017538,0.0406806089408638,0.0442377484495033,-0.00238480040661851,2.79459170348262,0.809448185864566,41,80
"OrnamentationDist","LanguageDist",0.103713546320712,0.0599922558973319,0.0474202540864931,0.000952949407785438,0.939979788191169,-0.204820404057044,53,86
"RhythmDist","LanguageDist",0.200213586957343,0.161199615589409,0.0457407947639943,-0.000808434759713256,6.750777556495,5.02606021543897,99,99
"TensionDist","LanguageDist",0.0833020745582881,0.0385851025855217,0.0505916847596689,0.00427908401623815,2.01468524402456,-0.993374129346515,32,69
"MusicalDist","GeneticDist",0.321779137335891,0.270912572636083,0.0742530140452285,0.00482199009862065,7.80011447264146,5.75888961964276,100,100
"DifferentiationDist","GeneticDist",0.244030227381588,0.187332494435207,0.0686167698363175,-0.00123697242595869,5.48799477578545,2.36817908518079,99,100
"DynamicsDist","GeneticDist",0.133520673405033,0.0685347239104107,0.0657661077873438,-0.0043014341286054,3.28547112557877,-0.757994585429243,52,94
"OrnamentationDist","GeneticDist",0.0698645170959912,0.000104355878190687,0.0609268410078482,-0.00950364591656321,-2.56043164452294,-0.773156398418568,13,50
"RhythmDist","GeneticDist",0.340604478040469,0.291149813893504,0.0780710308862489,0.00892635820271753,7.72698513339123,5.56264179985604,100,100
"TensionDist","GeneticDist",0.159781251590009,0.0967648454592596,0.0663651708386871,-0.00365744134841134,3.59982237658976,-0.280689623582694,71,93
"DifferentiationDist","MusicalDist",0.626595271743259,0.598589917124004,0.0752495936157189,0.00589331313689784,12.8639714453938,10.9638977464132,100,100
"DynamicsDist","MusicalDist",0.22609073353496,0.168047538550082,0.0695208437485804,-0.000265092970276069,3.41951941678449,2.5459941041467,98,100
"OrnamentationDist","MusicalDist",0.465746641047671,0.425677639126247,0.0771902161596738,0.0079794823716494,2.31835047078579,4.74381864622869,100,100
"RhythmDist","MusicalDist",0.418945379425772,0.375366282882705,0.0666304210624827,-0.00337229735783115,14.0371321689458,9.39716006938759,100,100
"TensionDist","MusicalDist",0.575712559126015,0.543891001060467,0.0605885493566896,-0.00986730944155873,16.3806446511189,14.7904926839668,100,100
"MusicalDist","DifferentiationDist",0.441281979146918,0.399378127582937,0.0654696623850977,-0.00462011293601998,12.1550613885418,10.3628461399991,100,100
"DynamicsDist","DifferentiationDist",0.0955153296616717,0.027678979386297,0.0671974436652591,-0.00276274805984653,1.33681266227144,-0.689527522714084,28,73
"OrnamentationDist","DifferentiationDist",0.602437866747616,0.572620706753687,0.0685790085370874,-0.00127756582263107,11.5617883850109,11.3876712766074,100,100
"RhythmDist","DifferentiationDist",0.182795024490576,0.121504651327369,0.0763600190259974,0.00708702045294719,1.27132900038562,0.598942857315983,79,100
"TensionDist","DifferentiationDist",0.429482500960973,0.386693688533045,0.0706250366169741,0.000921914363247123,8.92441647052418,6.65905788721692,100,100
"MusicalDist","DynamicsDist",0.16626440255073,0.103734232742034,0.0705959210182556,0.000890615094624769,3.58173740416055,1.33333696481041,73,96
"DifferentiationDist","DynamicsDist",0.0802635184123187,0.0112832822932425,0.0692482687795051,-0.000558111062032046,-0.0624380782730462,-0.372499317518481,10,58
"OrnamentationDist","DynamicsDist",0.101920991570234,0.0345650659380009,0.067004241589778,-0.00297044029098863,-0.91740150775849,-2.71487904935735,30,75
"RhythmDist","DynamicsDist",0.131482298068429,0.0663434704235613,0.0665710663400662,-0.00343610368442889,3.6508226084822,-0.889152209631667,54,96
"TensionDist","DynamicsDist",0.380679445138983,0.334230403524407,0.0743823274423168,0.00496100200049052,8.05338512457564,6.7959365944563,100,100
"MusicalDist","OrnamentationDist",0.314815644760548,0.281392017675697,0.0456614074376723,-0.000891694638538766,11.3669688618594,8.37855165368292,100,100
"DifferentiationDist","OrnamentationDist",0.33052179047707,0.297864316841805,0.045948314590102,-0.000590792015258822,9.3174590509122,8.93648350824827,100,100
"DynamicsDist","OrnamentationDist",0.0601780585796725,0.0143330858274614,0.0433181416730181,-0.0033492660502493,1.22166376720715,-0.913655696696747,22,66
