"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","differentiation","=~","line_37",1,0,NA,NA,1,1,0.152957781380609,0.613309565463765,0.613309565463765
"2","differentiation","=~","line_10",-1.61609110616894,0.0669155503557309,-24.1512039814006,0,-1.74724317487185,-1.48493903746603,-0.247193710108535,-0.80268142456858,-0.80268142456858
"3","differentiation","=~","line_30",1.59360728034522,0.0664474998902307,23.9829532033232,0,1.46337257369764,1.72384198699281,0.243754633993592,0.787114276183028,0.787114276183028
"4","differentiation","=~","line_23",0.527776240742991,0.0274035069165891,19.2594415871457,0,0.474066354136382,0.5814861273496,0.0807274828494461,0.279054318626584,0.279054318626584
"5","ornamentation","=~","line_28",1,0,NA,NA,1,1,0.161156322048531,0.55847841811335,0.55847841811335
"6","ornamentation","=~","line_29",1.76129783648566,0.068582442501755,25.6814684959724,0,1.62687871921043,1.89571695376089,0.283844281360065,0.828361512580396,0.828361512580396
"7","ornamentation","=~","line_23",1.08259057493591,0.0366890312708611,29.5071997661525,0,1.01068139501736,1.15449975485446,0.174466315341077,0.603085554415116,0.603085554415116
"8","ornamentation","=~","line_31",0.919362275315138,0.0400197416159766,22.972718918008,0,0.840925023077225,0.997799527553051,0.148161042919957,0.436084263017743,0.436084263017743
"9","rhythm","=~","line_11",1,0,NA,NA,1,1,0.136910317764899,0.580569114282367,0.580569114282367
"10","rhythm","=~","line_24",-0.887384584036044,0.0322087758603479,-27.5510186380135,0,-0.950512624708449,-0.824256543363639,-0.121492105380047,-0.605095173443015,-0.605095173443015
"11","rhythm","=~","line_17",1.13520417763105,0.0418610656766356,27.1183774058732,0,1.05315799655038,1.21725035871172,0.155421164687507,0.581971361796155,0.581971361796155
"12","dynamics","=~","line_25",1,0,NA,NA,1,1,0.161645409494411,0.721496680394379,0.721496680394379
"13","dynamics","=~","line_36",1.08690355970216,0.0463266265789868,23.4617462993769,0,0.996105040082109,1.17770207932221,0.175692970988988,0.775162969161019,0.775162969161019
