"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","differentiation","=~","line_37",1,0,NA,NA,1,1,0.149007890476786,0.614759987180288,0.614759987180288
"2","differentiation","=~","line_10",-1.49459539331937,0.0837221191836192,-17.8518581217638,0,-1.65868773162863,-1.3305030550101,-0.222706506674841,-0.75503683483071,-0.75503683483071
"3","differentiation","=~","line_30",1.46222725800088,0.0828973197199557,17.6390173161278,0,1.29975149693486,1.62470301906689,0.217883399112365,0.731168867921122,0.731168867921122
"4","differentiation","=~","line_23",0.531790514424431,0.0362881022391008,14.6546796776664,0,0.460667140968486,0.602913887880376,0.0792409827299492,0.289297671723434,0.289297671723434
"5","ornamentation","=~","line_28",1,0,NA,NA,1,1,0.167211948849758,0.57090049971002,0.57090049971002
"6","ornamentation","=~","line_29",1.60032936931349,0.0819140287333136,19.5366946792918,0,1.43978082316761,1.76087791545936,0.267594192644412,0.821890974003679,0.821890974003679
"7","ornamentation","=~","line_23",0.964460640540034,0.0434464361142355,22.1988436060472,0,0.879307190499512,1.04961409058056,0.161269343293585,0.588771667486754,0.588771667486754
"8","ornamentation","=~","line_31",0.948047308817323,0.0522739552831478,18.136131151395,0,0.845592239132897,1.05050237850175,0.158524838109113,0.457338953540195,0.457338953540195
"9","rhythm","=~","line_11",1,0,NA,NA,1,1,0.142462374855118,0.609771461073753,0.609771461073753
"10","rhythm","=~","line_24",-0.841482432759344,0.0393934648921601,-21.3609652022971,0,-0.918692205174221,-0.764272660344467,-0.119879585769758,-0.601661408585555,-0.601661408585555
"11","rhythm","=~","line_17",1.03953915804688,0.0499940984528387,20.7932374063614,0,0.941552525639766,1.13752579045399,0.148095217210248,0.565992200717426,0.565992200717426
"12","dynamics","=~","line_25",1,0,NA,NA,1,1,0.161167691206818,0.7184519477695,0.7184519477695
"13","dynamics","=~","line_36",1.14461746743005,0.0547396793022685,20.9101968082341,0,1.03732966747233,1.25190526738777,0.184475354540697,0.809592126948478,0.809592126948478
"14","dynamics","=~","line_32",0.286029136006928,0.0259251720909679,11.0328731860792,0,0.235216732415628,0.336841539598228,0.0460986554681175,0.231100844521687,0.231100844521687
"15","dynamics","=~","line_35",0.379343039537572,0.0292034711665275,12.9896558314742,0,0.322105287827624,0.43658079124752,0.0611378418576471,0.228316639894013,0.228316639894013
"16","tension","=~","line_34",1,0,NA,NA,1,1,0.192038547390681,0.693970010738423,0.693970010738423
"17","tension","=~","line_35",0.52318776806735,0.0267332594783699,19.5706688326078,0,0.470791542300381,0.575583993834319,0.100472218992226,0.37520917889795,0.37520917889795
"18","tension","=~","line_33",-0.7983187663313,0.0396988093893018,-20.1093881305779,0,-0.876127002963453,-0.720510529699148,-0.153307976240983,-0.696888515209565,-0.696888515209565
"19","tension","=~","line_29",-0.661906234286591,0.0588806503197799,-11.2414898730192,0,-0.777310188299656,-0.546502280273525,-0.127111511741233,-0.390411328286587,-0.390411328286587
"20","differentiation","~~","ornamentation",0.00339258154926956,0.000721761787739776,4.70041723862045,2.59630464238825e-06,0.00197795443988235,0.00480720865865676,0.136161309921158,0.136161309921158,0.136161309921158
"21","differentiation","~~","rhythm",-0.00569123945770682,0.000657199617179018,-8.65983379925883,0,-0.00697932703803121,-0.00440315187738244,-0.26810036958009,-0.26810036958009,-0.26810036958009
"22","differentiation","~~","dynamics",-0.00352960872090443,0.000637684985894497,-5.53503500784695,3.11166197253243e-08,-0.00477944832673958,-0.00227976911506928,-0.146973593536822,-0.146973593536822,-0.146973593536822
"23","differentiation","~~","tension",0.00993277678970734,0.000914809447477335,10.8577549314754,0,0.00813978321993478,0.0117257703594799,0.34711469311942,0.34711469311942,0.34711469311942
"24","ornamentation","~~","dynamics",0.000594877361862306,0.00067499582175687,0.881305250622096,0.378152624952679,-0.000728090138496178,0.00191784486222079,0.0220740564582601,0.0220740564582601,0.0220740564582601
"25","ornamentation","~~","rhythm",-0.0146100323624753,0.000924000615217014,-15.811712808269,0,-0.0164210402899935,-0.0127990244349571,-0.613315145589436,-0.613315145589436,-0.613315145589436
"26","ornamentation","~~","tension",0.0171276654977632,0.00119509998043915,14.3315754146941,0,0.0147853125781779,0.0194700184173485,0.533387030915874,0.533387030915874,0.533387030915874
"27","rhythm","~~","dynamics",0.00550852904347189,0.00064950046448836,8.48117798932014,0,0.00423553152513267,0.00678152656181111,0.239915042781512,0.239915042781512,0.239915042781512
"28","rhythm","~~","tension",-0.00382059485137446,0.000799168028055487,-4.78071534051559,1.7467254522785e-06,-0.00538693540395911,-0.00225425429878981,-0.139650467555473,-0.139650467555473,-0.139650467555473
"29","dynamics","~~","tension",0.00561996769455813,0.000824058708237464,6.81986324321284,9.11271058612328e-12,0.0040048423052661,0.00723509308385016,0.181579753568205,0.181579753568205,0.181579753568205
"30","line_23","~~","line_31",0.0217898289167111,0.00154195377660349,14.1313113579243,0,0.0187676550487427,0.0248120027846794,0.0217898289167111,0.356765010390543,0.356765010390543
"31","line_35","~~","line_34",0.0216708430459038,0.00146141698469121,14.828651420445,0,0.0188065183895139,0.0245351677022937,0.0216708430459038,0.461100641977268,0.461100641977268
"32","line_37","~~","line_36",0.0080230821102043,0.00072368180742456,11.0864775484088,0,0.00660469183138531,0.00944147238902329,0.0080230821102043,0.313771144553518,0.313771144553518
"33","line_10","~~","line_30",-0.0365144004072608,0.00270919968098599,-13.4779288007193,0,-0.0418243342089207,-0.0312044666056008,-0.0365144004072608,-0.928731015494915,-0.928731015494915
"34","line_32","~~","line_35",-0.00657397094870341,0.000758216647864402,-8.67030678793416,0,-0.00806004827099633,-0.0050878936264105,-0.00657397094870341,-0.143602509433613,-0.143602509433613
"35","line_17","~~","line_33",0.00672441583924562,0.000817583260999557,8.22474744777005,2.22044604925031e-16,0.00512198209332368,0.00832684958516756,0.00672441583924562,0.197583701534846,0.197583701534846
"36","line_37","~~","line_37",0.0365465777063265,0.00150604201022783,24.2666389503954,0,0.0335947896070757,0.0394983658055774,0.0365465777063265,0.622070158162092,0.622070158162092
"37","line_10","~~","line_10",0.0374038712522827,0.00274016520849218,13.6502248610275,0,0.0320332461319483,0.042774496372617,0.0374038712522827,0.429919378048824,0.429919378048824
"38","line_30","~~","line_30",0.0413268111054747,0.00273886415322008,15.0890328229265,0,0.0359587360066156,0.0466948862043339,0.0413268111054747,0.465392086582945,0.465392086582945
"39","line_23","~~","line_23",0.0392586771001354,0.00142082807165361,27.6308428045378,0,0.0364739052514709,0.0420434489488,0.0392586771001354,0.523269994632651,0.523269994632651
"40","line_28","~~","line_28",0.0578256412497657,0.00182423519889334,31.6985667664154,0,0.0542502059606045,0.0614010765389269,0.0578256412497657,0.674072619430849,0.674072619430849
"41","line_29","~~","line_29",0.0545262443682058,0.002715807048701,20.0773631522483,0,0.0492033603637918,0.0598491283726197,0.0545262443682058,0.514375932071148,0.514375932071148
"42","line_31","~~","line_31",0.0950183469545081,0.00276495296685356,34.3652670022219,0,0.089599138720528,0.100437555188488,0.0950183469545081,0.790841081574759,0.790841081574759
"43","line_11","~~","line_11",0.0342885738758208,0.00121706394167103,28.1731901684167,0,0.0319031723832632,0.0366739753683784,0.0342885738758208,0.62817876525998,0.62817876525998
"44","line_24","~~","line_24",0.0253284871113756,0.000884440163566241,28.6378752964429,0,0.023595016244305,0.0270619579784461,0.0253284871113756,0.638003549418845,0.638003549418845
"45","line_17","~~","line_17",0.0465316337848531,0.0015293264993627,30.4262260571851,0,0.0435342089254995,0.0495290586442067,0.0465316337848531,0.679652828727045,0.679652828727045
"46","line_25","~~","line_25",0.0243472791924794,0.00130486496534175,18.6588496428079,0,0.0217897908557214,0.0269047675292373,0.0243472791924794,0.483826798746212,0.483826798746212
"47","line_36","~~","line_36",0.0178899758776862,0.00158440521211778,11.2912882013142,0,0.0147845987250178,0.0209953530303545,0.0178899758776862,0.344560587983039,0.344560587983039
"48","line_32","~~","line_32",0.0376648693728848,0.000979632147775784,38.4479719845877,0,0.0357448256451466,0.0395849131006229,0.0376648693728848,0.946592399661363,0.946592399661363
"49","line_35","~~","line_35",0.0556410141450348,0.00167376232294031,33.2430796071988,0,0.0523605002733917,0.0589215280166779,0.0556410141450348,0.775978980469331,0.775978980469331
"50","line_34","~~","line_34",0.0396976796322151,0.00198142630004023,20.034900935457,0,0.0358141554461158,0.0435812038183145,0.0396976796322151,0.518405624195713,0.518405624195713
"51","line_33","~~","line_33",0.0248919310302189,0.00126255872509158,19.715463950727,0,0.0224173614006726,0.0273665006597652,0.0248919310302189,0.514346397369008,0.514346397369008
"52","differentiation","~~","differentiation",0.0222033514243418,0.00165471005080542,13.4182731370577,0,0.0189601793199067,0.0254465235287768,1,1,1
"53","ornamentation","~~","ornamentation",0.0279598358381341,0.00194070044867877,14.4070847498227,0,0.0241561328539429,0.0317635388223252,1,1,1
"54","rhythm","~~","rhythm",0.0202955282493601,0.00137524823894254,14.757719860791,0,0.0176000912312306,0.0229909652674896,1,1,1
"55","dynamics","~~","dynamics",0.0259750246889362,0.00160687335942774,16.1649482434551,0,0.0228256107767409,0.0291244386011314,1,1,1
"56","tension","~~","tension",0.0368788036839229,0.00238683024377398,15.4509537408958,0,0.0322007023689149,0.0415569049989308,1,1,1
