"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","differentiation","=~","line_37",1,0,NA,NA,1,1,0.149936561187291,0.602656275800983,0.602656275800983
"2","differentiation","=~","line_10",-1.67270386867115,0.0704107777296354,-23.7563612078542,0,-1.81070645714469,-1.53470128019761,-0.25079946595323,-0.814920164483827,-0.814920164483827
"3","differentiation","=~","line_30",1.6517930094678,0.0699951666461383,23.5986724314618,0,1.51460500374949,1.78898101518611,0.247664163632808,0.799206587211666,0.799206587211666
"4","differentiation","=~","line_23",0.520202083301615,0.0275998749780691,18.8479869461353,0,0.466107322366791,0.574296844236438,0.0779973114927087,0.269988206108533,0.269988206108533
"5","ornamentation","=~","line_28",1,0,NA,NA,1,1,0.161403534206365,0.559172221288894,0.559172221288894
"6","ornamentation","=~","line_29",1.76619167268414,0.0682535634024879,25.8769152061555,0,1.63241714659874,1.89996619876954,0.285069578057072,0.832392517868086,0.832392517868086
"7","ornamentation","=~","line_23",1.0836426834707,0.0365947205829449,29.6119950148147,0,1.01191834910382,1.15536701783758,0.174903758929041,0.605430510502986,0.605430510502986
"8","ornamentation","=~","line_31",0.923549608076966,0.0399161180460234,23.1372601667354,0,0.845315454304111,1.00178376184982,0.149064170758526,0.438751003596151,0.438751003596151
"9","rhythm","=~","line_11",1,0,NA,NA,1,1,0.134744111508506,0.572147149380512,0.572147149380512
"10","rhythm","=~","line_24",-0.898621128806021,0.0327991126607804,-27.3977268257183,0,-0.962906208346022,-0.83433604926602,-0.121083905583738,-0.603611105658908,-0.603611105658908
"11","rhythm","=~","line_17",1.14879156074607,0.0425500887513189,26.9985702605724,0,1.06539491925451,1.23218820223764,0.1547928981612,0.582234418752437,0.582234418752437
"12","dynamics","=~","line_25",1,0,NA,NA,1,1,0.160814276108441,0.718227616772395,0.718227616772395
"13","dynamics","=~","line_36",1.09623970494633,0.0463902013767412,23.6308460065439,0,1.00531658101236,1.1871628288803,0.176290994592275,0.779909088263827,0.779909088263827
"14","dynamics","=~","line_32",0.29727669058832,0.0214106120449056,13.8845489313815,0,0.255312662093345,0.339240719083294,0.0478063358008735,0.228728663231944,0.228728663231944
"15","dynamics","=~","line_35",0.298687449449079,0.0227775866798958,13.1132175522664,0,0.254044199901744,0.343330698996414,0.0480332059658301,0.178754501887676,0.178754501887676
"16","tension","=~","line_34",1,0,NA,NA,1,1,0.199355205809612,0.70859576298423,0.70859576298423
"17","tension","=~","line_35",0.559148804475017,0.0196386036059371,28.471922734159,0,0.520657848700722,0.597639760249312,0.111469224994315,0.414830228151726,0.414830228151726
"18","tension","=~","line_33",-0.799123261120125,0.0303807946543815,-26.3035667832631,0,-0.858668524464419,-0.73957799777583,-0.159309382187851,-0.717270834482411,-0.717270834482411
"19","tension","=~","line_29",-0.625381364743385,0.0447706519333418,-13.968556135267,0,-0.713130230097113,-0.537632499389657,-0.124673030677913,-0.364040591856691,-0.364040591856691
"20","differentiation","~~","ornamentation",0.00462712295665142,0.000529924758250294,8.73166026801477,0,0.00358848951596475,0.00566575639733809,0.191201129736041,0.191201129736041,0.191201129736041
"21","differentiation","~~","rhythm",0.00696861681071831,0.000508427295656106,13.7062208702339,0,0.00597211762247524,0.00796511599896137,0.344928629772022,0.344928629772022,0.344928629772022
"22","differentiation","~~","dynamics",-0.0025318840275773,0.000469172939642405,-5.39648350032092,6.79596581232289e-08,-0.0034514460917972,-0.0016123219633574,-0.105005407067196,-0.105005407067196,-0.105005407067196
"23","differentiation","~~","tension",0.00976832555839736,0.000705680233036304,13.8424247996399,0,0.00838521771704437,0.0111514333997503,0.326802220182484,0.326802220182484,0.326802220182484
"24","ornamentation","~~","dynamics",0.00230428755065193,0.000505380782618246,4.55950766215133,5.12736862234853e-06,0.0013137594182415,0.00329481568306235,0.0887767073188709,0.0887767073188709,0.0887767073188709
"25","ornamentation","~~","rhythm",0.0140804048283399,0.000676698156969811,20.8075117145147,0,0.0127541008122744,0.0154067088444053,0.647429235018318,0.647429235018318,0.647429235018318
"26","ornamentation","~~","tension",0.0172536082376264,0.000909423904479706,18.9720197068027,0,0.0154711701381664,0.0190360463370864,0.536215435689143,0.536215435689143,0.536215435689143
"27","rhythm","~~","dynamics",-0.00405461593689777,0.00046906020886236,-8.64412683124769,0,-0.00497395705284883,-0.00313527482094671,-0.187117897022126,-0.187117897022126,-0.187117897022126
"28","rhythm","~~","tension",0.00550271016534515,0.000611053091350873,9.00528979107223,0,0.00430506811365557,0.00670035221703472,0.204851553859024,0.204851553859024,0.204851553859024
"29","dynamics","~~","tension",0.00519135575583124,0.000649911712049319,7.98778612476718,1.33226762955019e-15,0.0039175522070838,0.00646515930457867,0.161930482648657,0.161930482648657,0.161930482648657
"30","line_23","~~","line_31",0.0201816000785519,0.0011828936245038,17.0612129953931,0,0.0178631711769824,0.0225000289801214,0.0201816000785519,0.324232960580353,0.324232960580353
"31","line_35","~~","line_34",0.0202368466080052,0.00116650091434585,17.3483332581471,0,0.0179505468279542,0.0225231463880561,0.0202368466080052,0.431785189241685,0.431785189241685
"32","line_37","~~","line_36",0.00814957129442298,0.00056456768950574,14.4350649991282,0,0.00704303895615674,0.00925610363268923,0.00814957129442298,0.290139872455496,0.290139872455496
"33","line_10","~~","line_30",-0.0306841578639893,0.00248239723164437,-12.3606961338995,0,-0.0355495670333342,-0.0258187486946444,-0.0306841578639893,-0.923580995634095,-0.923580995634095
"34","line_32","~~","line_35",-0.00757511356934663,0.000617618570445149,-12.2650353014594,0,-0.00878562372360224,-0.00636460341509102,-0.00757511356934663,-0.157693654127542,-0.157693654127542
"35","line_17","~~","line_33",-0.00592277086080819,0.000628952793420456,-9.41687662852753,0,-0.00715549568388815,-0.00469004603772824,-0.00592277086080819,-0.177054573069296,-0.177054573069296
"36","line_37","~~","line_37",0.0394169005504115,0.00117186975274684,33.6359057463673,0,0.0371200780404558,0.0417137230603671,0.0394169005504115,0.63680541323769,0.63680541323769
"37","line_10","~~","line_10",0.0318155706432155,0.00250516047311946,12.7000130269493,0,0.026905546340408,0.0367255949460229,0.0318155706432155,0.335905125517653,0.335905125517653
"38","line_30","~~","line_30",0.0346927497862358,0.00249913910600825,13.8818802454133,0,0.029794527146104,0.0395909724263676,0.0346927497862358,0.361268830957482,0.361268830957482
"39","line_23","~~","line_23",0.0415666820850255,0.00116191795663285,35.7741971778132,0,0.0392893647370348,0.0438439994330163,0.0415666820850255,0.498053137316685,0.498053137316685
"40","line_28","~~","line_28",0.0572661446655454,0.00134050838276132,42.7197214146342,0,0.0546387965143591,0.0598934928167316,0.0572661446655454,0.687326426938844,0.687326426938844
"41","line_29","~~","line_29",0.0585924813123955,0.00226700289579202,25.8457902374779,0,0.0541492372837951,0.0630357253409959,0.0585924813123955,0.499570149064689,0.499570149064689
"42","line_31","~~","line_31",0.0932076392080971,0.00203454576635295,45.8125055477015,0,0.0892200027811469,0.0971952756350473,0.0932076392080971,0.80749755684337,0.80749755684337
"43","line_11","~~","line_11",0.0373071209866358,0.000941066165734634,39.6434622187403,0,0.0354626651947267,0.0391515767785448,0.0373071209866358,0.672647639455754,0.672647639455754
"44","line_24","~~","line_24",0.0255787272995021,0.000681968482554155,37.5071985785954,0,0.0242420936351045,0.0269153609638997,0.0255787272995021,0.635653633125231,0.635653633125231
"45","line_17","~~","line_17",0.0467207490474316,0.00119888092135037,38.970299898348,0,0.0443709856198327,0.0490705124750306,0.0467207490474316,0.661003081620012,0.661003081620012
"46","line_25","~~","line_25",0.0242719193304621,0.00113633107609768,21.3599010367781,0,0.022044751346797,0.0264990873141272,0.0242719193304621,0.484149090505446,0.484149090505446
"47","line_36","~~","line_36",0.0200157663909271,0.00130949151024173,15.285144068809,0,0.0174492101927924,0.0225823225890619,0.0200157663909271,0.391741814043487,0.391741814043487
"48","line_32","~~","line_32",0.0413992918989655,0.000824828184312323,50.1914128134224,0,0.0397826583642798,0.0430159254336512,0.0413992918989655,0.947683198616128,0.947683198616128
"49","line_35","~~","line_35",0.0557387147049793,0.00130991206402225,42.5514935207381,0,0.0531713342365811,0.0583060951733774,0.0557387147049793,0.771947521935324,0.771947521935324
"50","line_34","~~","line_34",0.0394088032699733,0.0016024352076831,24.5930712711641,0,0.0362680879753554,0.0425495185645911,0.0394088032699733,0.497892044680796,0.497892044680796
"51","line_33","~~","line_33",0.0239511167781398,0.00101395461340666,23.6214880443903,0,0.0219638022539045,0.0259384313023751,0.0239511167781398,0.485522550000905,0.485522550000905
"52","differentiation","~~","differentiation",0.0224809723806702,0.00127399958231407,17.6459809663644,0,0.0199839790830156,0.0249779656783249,1,1,1
"53","ornamentation","~~","ornamentation",0.0260511008543053,0.00139393957944859,18.6888307344071,0,0.0233190294819611,0.0287831722266494,1,1,1
"54","rhythm","~~","rhythm",0.0181559755862168,0.000998603492352859,18.1813660028753,0,0.0161987487063693,0.0201132024660643,1,1,1
"55","dynamics","~~","dynamics",0.0258612314002818,0.00134187431179435,19.2724692416984,0,0.0232312060773854,0.0284912567231782,1,1,1
"56","tension","~~","tension",0.0397424980833927,0.00194241999817264,20.4603011299209,0,0.035935424844124,0.0435495713226615,1,1,1
