"","26357","28568","15313","15819","26198","16787","14840","27798","21852","21198","23695","27666","19966","28133","13883","50266","17609","21737","20615","22215","29107","13124","27083","25543","26489","10495","24597","24564","25071","28136","13157","20087","28326","24091","15907","14994","28898","30038","21484","14158","14125","13476","30095","27743","27908","26027","28986","10583","23497","50268","28271","50279","13894","21231","14702","20829","10247","26995","50273","30176","50278","30178","15577","24828","20252","23205","25917","20967","17599","22248","21693","24608","19548","16710","25350","16655","27340","62410","13850","62459","21033","25730","21647","19691","16039","27765","26973","13168","11133","12816","28210","12761","26075","11490","24696","15181","18596","16666","13036","15676","10827","20241","14576","16578","13718","10506","19328","21132","22386","28826","16919","22754","50249","13668","30058","23827","18294","62306","27286","18393","12134","15170","27600","10143","11402","11804","18976","28337","12948","14328","26159","27677","16644","12337","22804","26654","17227","20571","12783","19262","20626","30013","19377","12860","24472","30103","26071","62466","12849","11760","16083","27028","26346","17584","10885","10055"
"26357",0,0.0138989,0.0160909,0.0136773,0.139705,0.150023,0.0999015,0.0616706,0.0946992,0.14085,0.154544,0.0791849,0.0884639,0.0196963,0.0148376,0.0132332,0.022239,0.0374919,0.137525,0.147383,0.136289,0.0741934,0.121319,0.0147614,0.060801,0.052793,0.0135346,0.08494,0.0133989,0.169304,0.0888732,0.0132094,0.133971,0.0822206,0.10952,0.0201224,0.073712,0.121307,0.117246,0.0141961,0.0635424,0.0112623,0.10669,0.0101713,0.0134666,0.0154642,0.0816685,0.155327,0.00510922,0.0119807,0.0850621,0.0706429,0.0139289,0.091424,0.0914061,0.0962613,0.0684496,0.0375601,0.0133234,0.149906,0.0157507,0.122267,0.14266,0.0979887,0.142293,0.0818346,0.146645,0.0922359,0.0186164,0.0837056,0.0138365,0.0290827,0.105854,0.137754,0.0942271,0.0278321,0.107553,0.0144549,0.0940512,0.106403,0.105773,0.0970223,0.0719446,0.0883189,0.0211317,0.00881429,0.0669534,0.169037,0.122415,0.139229,0.111883,0.0122714,0.0147894,0.0671895,0.130348,0.0166336,0.0345333,0.0141312,0.125363,0.0148558,0.0129203,0.130408,0.133434,0.142146,0.0637796,0.111352,0.011095,0.196983,0.0186325,0.0732968,0.0129795,0.0314074,0.0138091,0.0851184,0.0181728,0.0132325,0.0318744,0.0862581,0.133132,0.0682926,0.0194344,0.136438,0.125594,0.0527313,0.200171,0.0254879,0.105497,0.101711,0.0145888,0.0911353,0.0134102,0.0248398,0.0211737,0.0865689,0.0156402,0.00923285,0.0122943,0.0708077,0.139117,0.211935,0.0151302,0.138862,0.129182,0.0100224,0.018018,0.0814284,0.0165226,0.0129968,0.0604819,0.0129664,0.0146034,0.0816975,0.0139858,0.0159163,0.012746,0.0130119
"28568",0.0138989,0,0.00774858,0.000966945,0.154906,0.157226,0.118848,0.0804855,0.114494,0.148123,0.170031,0.0976058,0.108456,0.0339709,0.015357,0.00462477,0.01524,0.0308103,0.14351,0.162335,0.141992,0.0941192,0.139189,0.00600186,0.0821056,0.0532999,0.00451745,0.107,0.00103264,0.18268,0.108751,0.000926688,0.149491,0.0964782,0.130189,0.0158642,0.0928225,0.13724,0.133627,0.00304568,0.0753813,0.011592,0.126038,0.0188857,0.00409327,0.0024553,0.0955932,0.169153,0.0169639,0.00457667,0.10532,0.0938106,0.0038713,0.111889,0.11168,0.115771,0.0703968,0.0587794,0.00580885,0.165962,0.00763443,0.140921,0.149787,0.102841,0.150534,0.10336,0.154934,0.0974579,0.010703,0.105396,0.00228575,0.0110391,0.125364,0.14455,0.114824,0.0229775,0.124961,0.00560192,0.112752,0.124796,0.121643,0.110083,0.0918364,0.107933,0.0404715,0.00777503,0.0869963,0.184333,0.140424,0.154428,0.128856,0.00281837,0.00250926,0.0700785,0.14803,0.00584843,0.0506267,0.00170331,0.1412,0.00231703,0.00648129,0.13784,0.141062,0.148002,0.0745176,0.130336,0.0132235,0.202684,0.0373674,0.0929719,0.00187272,0.0243867,0.00275174,0.106991,0.00720298,0.00273878,0.0470084,0.106642,0.148972,0.0839872,0.0367254,0.151804,0.142965,0.0546032,0.210972,0.00830764,0.123942,0.111394,0.00450297,0.11109,0.00349753,0.0191811,0.0355425,0.107326,0.00303198,0.00814151,0.0127681,0.0903995,0.145394,0.217412,0.00216453,0.145578,0.136392,0.0253495,0.0275081,0.102366,0.00203956,0.00974566,0.0818219,0.0173686,0.0064956,0.103138,0.0129952,0.00731139,0.00990305,0.0122838
"15313",0.0160909,0.00774858,0,0.00547686,0.155592,0.162822,0.114153,0.072647,0.109308,0.153001,0.165662,0.087994,0.103771,0.0309838,0.011533,0.00421879,0.0251102,0.0398707,0.148502,0.162432,0.146495,0.089245,0.137312,0.0140672,0.0774398,0.0603628,0.00518048,0.100601,0.00632045,0.184506,0.104149,0.0064113,0.149536,0.0924738,0.122688,0.0249827,0.0834632,0.137266,0.128306,0.00706925,0.0701417,0.0169806,0.122271,0.0191079,0.00588373,0.0110282,0.0920541,0.171055,0.0187537,0.00491908,0.10019,0.0886127,0.00875383,0.105781,0.106807,0.110162,0.0760891,0.0561732,0.00356593,0.165536,0.0171823,0.13648,0.154895,0.107585,0.155673,0.0947653,0.160307,0.102879,0.0190825,0.0993278,0.00582175,0.0216761,0.119772,0.149639,0.109436,0.033704,0.122069,0.0139234,0.102973,0.121493,0.115928,0.104639,0.0852912,0.102359,0.0401179,0.0143747,0.0827596,0.181521,0.135299,0.155038,0.127455,0.00783644,0.0112114,0.0765935,0.144535,0.0031346,0.0450323,0.00680848,0.136661,0.0103029,0.00309625,0.143126,0.145601,0.1527,0.070336,0.126115,0.0202882,0.208219,0.0354291,0.0862738,0.00513284,0.0327662,0.00771654,0.101768,0.00712754,0.00412191,0.0415942,0.101309,0.149278,0.0752343,0.0375771,0.152325,0.138866,0.0619483,0.215046,0.0166841,0.115331,0.107848,0.00510936,0.106385,0.0109329,0.027421,0.032193,0.102452,0.00634447,0.00675717,0.0180025,0.086628,0.150337,0.222056,0.0106712,0.150419,0.141331,0.0262723,0.0243849,0.0975643,0.0113513,0.0185011,0.0767733,0.0135623,0.0141261,0.0972097,0.0207161,0.0150964,0.0186136,0.0194364
"15819",0.0136773,0.000966945,0.00547686,0,0.156583,0.161143,0.121329,0.0817822,0.11722,0.152217,0.171115,0.0984083,0.110639,0.0349424,0.0135729,0.00137672,0.0173328,0.033232,0.147377,0.163914,0.145395,0.0961596,0.142143,0.00641237,0.0843889,0.0567529,0.00211068,0.108782,0.000928674,0.18441,0.111481,0.000688346,0.151402,0.0973596,0.131883,0.0175726,0.093508,0.1397,0.134816,0.00216365,0.0755319,0.0115236,0.128942,0.0199682,0.00126032,0.00416011,0.0965451,0.171548,0.0173943,0.00179591,0.107711,0.0953226,0.00287162,0.114059,0.114347,0.118312,0.073303,0.0607059,0.00342875,0.169033,0.00979561,0.143906,0.153376,0.106113,0.154112,0.104821,0.159293,0.100788,0.0128866,0.10744,1e-13,0.0127597,0.126918,0.148562,0.117422,0.0257026,0.127352,0.00621528,0.113351,0.128043,0.122461,0.110496,0.0936802,0.110149,0.0413253,0.00878208,0.0890214,0.18528,0.141509,0.156078,0.131609,0.00194747,0.00299482,0.0731616,0.150613,0.00297996,0.0509684,0.000879186,0.142361,0.00359776,0.00360896,0.141944,0.144627,0.151133,0.0743735,0.13314,0.0143705,0.206753,0.0393441,0.0950745,0.000499338,0.0269897,0.00186601,0.109347,0.00381302,0.000831623,0.0475035,0.109095,0.150541,0.0835119,0.0379502,0.153528,0.143407,0.0574452,0.212868,0.00910465,0.125457,0.111119,0.00157057,0.113892,0.00317126,0.0221253,0.0359728,0.109964,0.00203172,0.0070087,0.0132935,0.0932307,0.149173,0.221104,0.00342353,0.149877,0.140077,0.0260031,0.027912,0.104706,0.00368713,0.0112258,0.0836049,0.0167571,0.00697521,0.104682,0.0134344,0.00851599,0.0114006,0.0127927
"26198",0.139705,0.154906,0.155592,0.156583,0,0.226036,0.138148,0.130663,0.133258,0.211238,0.228789,0.147006,0.13493,0.115234,0.138551,0.154763,0.161473,0.16325,0.20144,0.0646813,0.191771,0.12078,0.105572,0.158746,0.120575,0.157238,0.161759,0.136758,0.162282,0.0493567,0.135524,0.162097,0.0401427,0.174419,0.163543,0.143795,0.136074,0.0288028,0.195003,0.156193,0.159002,0.153503,0.146247,0.127285,0.159925,0.159704,0.172347,0.197538,0.124125,0.159226,0.130362,0.129075,0.155281,0.13553,0.133558,0.134636,0.156769,0.115714,0.144812,0.136639,0.15406,0.161325,0.208823,0.1683,0.218597,0.136736,0.221484,0.173638,0.158199,0.132918,0.157008,0.161953,0.143249,0.205504,0.138982,0.161401,0.0935259,0.16065,0.16321,0.140205,0.183352,0.178543,0.128111,0.123641,0.117244,0.143881,0.118169,0.243399,0.207568,0.0258198,0.0577035,0.153598,0.162798,0.168069,0.171827,0.157364,0.119133,0.162412,0.206776,0.161825,0.153734,0.202618,0.203515,0.206947,0.157716,0.150323,0.152498,0.25868,0.117877,0.129032,0.1552,0.157948,0.162684,0.136358,0.161593,0.158712,0.125175,0.134528,0.0221262,0.156785,0.123318,0.0187624,0.206513,0.160747,0.0694743,0.167198,0.174829,0.195591,0.15606,0.134216,0.159329,0.148078,0.112144,0.131592,0.15881,0.133906,0.150281,0.114832,0.200423,0.26836,0.162919,0.206865,0.20106,0.121445,0.11888,0.126849,0.163564,0.149061,0.113746,0.132766,0.156403,0.132594,0.150629,0.155928,0.151911,0.155953
"16787",0.150023,0.157226,0.162822,0.161143,0.226036,0,0.2016,0.178535,0.198791,0.0167092,0.273733,0.194478,0.190341,0.148618,0.15585,0.159622,0.146899,0.109001,0.0216472,0.236127,0.0141808,0.177489,0.216916,0.149596,0.169421,0.0684101,0.159768,0.188778,0.160163,0.25562,0.190653,0.159901,0.221083,0.20283,0.215904,0.116342,0.191787,0.210611,0.234794,0.159966,0.192309,0.157286,0.209628,0.142779,0.159431,0.149758,0.201128,0.250316,0.145658,0.156298,0.187875,0.175286,0.158673,0.195435,0.194388,0.20043,0.0552501,0.151936,0.162176,0.244143,0.147258,0.224458,0.0165752,0.0304906,0.0120181,0.191406,0.0180587,0.0388785,0.145046,0.188122,0.161456,0.169303,0.209837,0.0123387,0.197758,0.145269,0.205499,0.148434,0.212459,0.2061,0.226535,0.224337,0.182261,0.192432,0.145363,0.147914,0.172609,0.284249,0.237977,0.226795,0.201301,0.15702,0.151194,0.0556302,0.231219,0.164866,0.158139,0.161526,0.241112,0.149174,0.157612,0.0140785,0.0325793,0.0605502,0.193795,0.213431,0.148099,0.0828716,0.141622,0.182252,0.159903,0.10639,0.160985,0.186638,0.168503,0.161078,0.153217,0.189128,0.221289,0.192616,0.148147,0.224024,0.242231,0.0662343,0.285778,0.169533,0.219111,0.227531,0.162411,0.194242,0.155158,0.105343,0.150275,0.188864,0.164285,0.152251,0.157093,0.174877,0.0137124,0.107876,0.154494,0.0256316,0.0134283,0.149195,0.147906,0.183491,0.154228,0.14217,0.167888,0.150445,0.155881,0.187471,0.134161,0.152293,0.153273,0.156052
"14840",0.0999015,0.118848,0.114153,0.121329,0.138148,0.2016,0,0.0494459,0.0213035,0.189322,0.158756,0.067081,0.0312584,0.0493644,0.0903661,0.115208,0.126051,0.127564,0.181721,0.14151,0.175072,0.019692,0.0732988,0.121468,0.0409639,0.127557,0.120577,0.0308782,0.12348,0.166195,0.0213656,0.123849,0.1201,0.109234,0.0722128,0.111982,0.0562601,0.112119,0.126978,0.120026,0.0947948,0.114567,0.0246422,0.0734777,0.120972,0.121424,0.10687,0.160568,0.0875808,0.119055,0.0191207,0.0426027,0.118924,0.0262717,0.0215309,0.0211863,0.132272,0.0483387,0.106738,0.10118,0.119007,0.0377517,0.188807,0.148202,0.194824,0.0426048,0.198835,0.149653,0.121511,0.0338025,0.120198,0.129477,0.0408794,0.184788,0.0293715,0.126827,0.0560036,0.121381,0.0855883,0.0362618,0.117187,0.113841,0.0329773,0.0175089,0.0721098,0.105875,0.0193481,0.172844,0.135421,0.138518,0.0926226,0.117939,0.123927,0.138148,0.0518727,0.119776,0.0446963,0.123705,0.137189,0.123751,0.111405,0.180379,0.181597,0.187401,0.0945566,0.0264118,0.115449,0.240242,0.058082,0.0334619,0.11855,0.122922,0.12483,0.0245984,0.12441,0.121117,0.0495767,0.024917,0.130833,0.087628,0.0841346,0.137815,0.134209,0.129481,0.207198,0.131783,0.0943215,0.133089,0.118997,0.0206164,0.121474,0.115159,0.0509826,0.0280578,0.121236,0.0883591,0.112786,0.015519,0.182474,0.252555,0.124367,0.187287,0.179562,0.0806602,0.056875,0.0220924,0.12524,0.114076,0.0255894,0.0785745,0.120822,0.0445464,0.115168,0.118809,0.116663,0.117698
"27798",0.0616706,0.0804855,0.072647,0.0817822,0.130663,0.178535,0.0494459,0,0.0348105,0.167981,0.126135,0.0186549,0.0321797,0.017534,0.0480837,0.0738934,0.0888974,0.0930009,0.162028,0.135595,0.158257,0.0317317,0.0881318,0.0827539,0.0216852,0.0987651,0.0779424,0.0193836,0.0816715,0.159092,0.0286595,0.0824891,0.118559,0.0740749,0.0400175,0.0792044,0.0136742,0.108732,0.09334,0.0807469,0.0577595,0.0760349,0.0560777,0.0360602,0.0796578,0.0820452,0.0712324,0.148658,0.0560575,0.0769137,0.0306933,0.0234839,0.0800658,0.0301973,0.0322671,0.0368073,0.106678,0.0266043,0.0672531,0.114716,0.0821725,0.067831,0.168608,0.127417,0.171254,0.0106377,0.175743,0.125548,0.0849121,0.0235325,0.0802964,0.0942064,0.0490024,0.164481,0.0332882,0.092159,0.0719628,0.0828935,0.0435231,0.0608105,0.0848206,0.0779815,0.00983718,0.0341749,0.0479762,0.0693083,0.0266798,0.139672,0.0994675,0.131189,0.0935606,0.0792486,0.0843684,0.109709,0.0756241,0.0792115,0.0094605,0.0828675,0.103385,0.0833838,0.068009,0.158923,0.160008,0.168094,0.0594212,0.0556256,0.0778181,0.220106,0.0306388,0.0122993,0.078388,0.0884048,0.0829506,0.023509,0.0839656,0.0808013,0.0107888,0.0238534,0.123937,0.0369864,0.0572166,0.12906,0.101867,0.0990146,0.195169,0.0923524,0.0528266,0.0961502,0.0790677,0.0362438,0.0818325,0.0821553,0.0201918,0.0362833,0.0813828,0.0482409,0.0750888,0.0322029,0.163385,0.234023,0.0840603,0.165957,0.15756,0.0500658,0.019354,0.0294779,0.0846741,0.0787539,0.0198442,0.0363812,0.0832026,0.0257058,0.0787618,0.0810409,0.0806292,0.0798337
"21852",0.0946992,0.114494,0.109308,0.11722,0.133258,0.198791,0.0213035,0.0348105,0,0.188069,0.141961,0.0521968,0.0156492,0.0395343,0.0844761,0.10985,0.122098,0.124587,0.18049,0.136889,0.173269,0.0100952,0.0737005,0.117119,0.0256866,0.125114,0.115233,0.0125681,0.118339,0.160071,0.00365651,0.11865,0.116496,0.0979269,0.0550129,0.109208,0.0421995,0.109955,0.113133,0.115862,0.084562,0.110145,0.0272763,0.0666328,0.116027,0.117045,0.0950972,0.152016,0.0844111,0.113561,0.00317031,0.0264897,0.114465,0.00902233,0.0028028,0.00357971,0.130995,0.0378944,0.101936,0.100258,0.115362,0.0378077,0.187533,0.147557,0.192189,0.0255205,0.196841,0.14822,0.11748,0.0153104,0.11562,0.125604,0.0267529,0.183808,0.0110034,0.1231,0.0568505,0.116851,0.0710635,0.0356395,0.104411,0.101614,0.0162008,0.00505299,0.066682,0.101885,0.00839578,0.155102,0.120146,0.134133,0.0902394,0.11315,0.119511,0.135932,0.0476369,0.114767,0.0328179,0.119096,0.122753,0.118713,0.10531,0.179208,0.179541,0.185917,0.0847842,0.0249715,0.111188,0.237242,0.0495532,0.0158431,0.113906,0.119338,0.119309,0.00696811,0.119908,0.116499,0.0373922,0.00640612,0.126537,0.0745568,0.0803132,0.133566,0.118719,0.127172,0.196664,0.126999,0.0789794,0.120172,0.114768,0.00489019,0.117191,0.112216,0.0421716,0.0167304,0.116983,0.0824467,0.108114,0.0130814,0.181367,0.251096,0.119277,0.186995,0.178129,0.0760112,0.0475196,0.00846454,0.120628,0.110595,0.0126953,0.0709074,0.116834,0.028028,0.111893,0.1148,0.113016,0.112991
