"","societies","scores","location"
"22065","22065","0.32717","europe"
"22067","22067","0.34716","europe"
"22188","22188","0.2579","europe"
"22254","22254","0.26584","europe"
"22804","22804","0.30234","europe"
"22925","22925","0.2925","europe"
"23090","23090","0.27279","europe"
"23662","23662","0.25692","europe"
"23827","23827","0.23859","europe"
"23915","23915","0.32266","europe"
"24399","24399","0.23743","europe"
"24421","24421","0.26622","europe"
"24472","24472","0.32677","europe"
"24597","24597","0.31571","europe"
"24608","24608","0.28314","europe"
"25070","25070","0.3498","europe"
"25071","25071","0.2698","europe"
"25543","25543","0.24675","europe"
"25741","25741","0.34361","europe"
"25752","25752","0.31336","europe"
"26005","26005","0.30086","europe"
"26027","26027","0.33451","europe"
"26038","26038","0.31256","europe"
"26049","26049","0.32311","europe"
"26060","26060","0.32165","europe"
"26071","26071","0.32301","europe"
"26075","26075","0.33667","europe"
"26093","26093","0.25265","europe"
"26159","26159","0.28686","europe"
"26654","26654","0.27056","europe"
"27446","27446","0.30461","europe"
"27908","27908","0.31925","europe"
"28436","28436","0.2456","europe"
"28568","28568","0.28005","europe"
"30047","30047","0.29299","europe"
"30058","30058","0.31675","europe"
"30100","30100","0.28068","europe"
"30101","30101","0.31099","europe"
"30106","30106","0.34856","europe"
"50246","50246","0.31031","europe"
"50248","50248","0.23859","europe"
"50249","50249","0.25351","europe"
"50250","50250","0.34225","europe"
"50254","50254","0.22252","europe"
"50255","50255","0.33086","europe"
"50257","50257","0.23481","europe"
"50265","50265","0.32892","europe"
"50266","50266","0.3054","europe"
"50273","50273","0.34125","europe"
"50274","50274","0.33302","europe"
"62297","62297","0.24413","europe"
"62410","62410","0.24169","europe"
"62411","62411","0.28005","europe"
"62416","62416","0.23308","europe"
"62493","62493","0.29719","europe"
"62495","62495","0.27119","europe"
"62496","62496","0.30992","europe"
"62553","62553","0.29376","europe"
"116","overall_score","0.286503867110629","europe"
