"id","africa","oceania","europe"
"differentiation",0.325187448397458,0.213579068008311,0.30891382374074
"dynamics",0.33994268887583,0.323106687983246,0.358696797801352
"ornamentation",0.345931803663991,0.343584117979621,0.242343810875713
"rhythm",0.33969851797317,0.278281488782741,0.324665870005279
"tension",0.314304280679068,0.332161220379192,0.348624500749058
