"id","africa","oceania","europe"
"differentiation",0.259656599494127,0.300875260770452,0.316967824627719
"dynamics",0.326225220518616,0.367706965752412,0.387223886232934
"ornamentation",0.350526262648364,0.339158312210548,0.36225800625638
"rhythm",0.325463738818581,0.334002164344365,0.310599967807753
"tension",0.354771218124725,0.396364509690339,0.353776271852793
