"","Sigma","%","response"
"Variations  Between Language_family  ",-0.00235442022620308,-1.40446265257143,"rhythm"
"Variations  Between samples Within Language_family",0.0547275455269993,32.6461660939466,"rhythm"
"Variations  Within samples",0.115265381988264,68.7582965586248,"rhythm"
"Total variations",0.16763850728906,100,"rhythm"
