"","Sigma","%","response"
"Variations  Between Language_family  ",-0.0116837031081107,-3.77260423009476,"differentiation"
"Variations  Between samples Within Language_family",0.165480035201162,53.4326039458124,"differentiation"
"Variations  Within samples",0.155902284446357,50.3400002842824,"differentiation"
"Total variations",0.309698616539408,100,"differentiation"
