"","Sigma","%","response"
"Variations  Between Language_family  ",0.0212443089659007,5.61588393619018,"differentiation"
"Variations  Between samples Within Language_family",0.197686580606005,52.2579903261428,"differentiation"
"Variations  Within samples",0.159358783207779,42.126125737667,"differentiation"
"Total variations",0.378289672779685,100,"differentiation"
